social,An odd but wealthy person who loves to throw big parties and tell everyone wild tales of past adventures.,1
social,A battle-scarred warrior with a fearsome reputation that makes people uneasy around them.,1
social,A stern unforgiving teacher who openly favors some and intimidates others.,1
social,A charismatic leader who inspires people with confidence and charm.,1
social,A quiet unremarkable person who blends into the background and doesn't share much about themselves.,1
social,A charming trickster with a sly grin always ready with a joke and a clever comment.,1
social,A strict no-nonsense person who always follows the rules and expects others to do the same.,1
social,A friendly outgoing person who greets everyone like an old friend.,1
social,A cold distant loner who keeps conversations short and avoids getting personal.,1
social,A polite well-mannered individual who always follows proper social rules.,1
social,An oddball with weird habits that others find strange but somehow endearing.,1
social,A smooth-talking charmer who can get along with anyone yet reveals almost nothing about their own life.,1
social,A carefree jokester who never seems to take anything seriously always ready with a laugh.,1
social,A mysterious stranger who says very little making everyone curious but giving away no answers.,1
social,A loud boisterous presence who dominates conversations and attention.,1
social,A nervous and awkward individual who struggles in most social situations.,1
social,A highly formal and distant figure who keeps strict emotional boundaries.,1
social,A flattering people-pleaser who tells others exactly what they want to hear.,1
social,A sarcastic and biting personality who uses humor to keep others at a distance.,1
social,A visibly anxious person who fidgets and avoids prolonged interaction.,1
social,A warm and nurturing presence who naturally takes care of those around them.,1
social,A competitive personality who subtly turns every interaction into a contest.,1
social,A passive observer who listens more than they speak and rarely offers opinions.,1
social,A dramatic storyteller who exaggerates events for effect and attention.,1
social,A guarded and suspicious individual who assumes others have hidden motives.,1
social,A cheerful optimist who maintains a positive demeanor regardless of circumstances.,1
social,A blunt and straightforward speaker who rarely filters their thoughts.,1
social,A socially oblivious individual who often misreads cues and norms.,1
personal,They are a brave and caring friend who will go to great lengths to protect the people they love.,1
personal,Relaxed and playful around those they trust they show a sense of humor and warmth not seen by outsiders.,1
personal,They can be quick to get angry and brutally honest with close friends but are fiercely loyal.,1
personal,They are gentle and nurturing with family always putting loved ones' needs first.,1
personal,Even with friends they stay quiet and guarded but their deep kindness sometimes shows.,1
personal,They are goofy and lighthearted in private.,1
personal,They are deeply loyal willing to sacrifice for those they love.,1
personal,They are a good listener for their closest friends.,1
personal,They show more vulnerability with those they care about.,1
personal,They can be overprotective of their family.,1
personal,They remain optimistic and encouraging around loved ones.,1
personal,They are surprisingly gentle with their inner circle.,1
personal,They share their hopes and fears only with their most trusted friends.,1
personal,They are deeply insecure around those they care about and constantly seek reassurance.,1
personal,They can be controlling and overbearing with loved ones despite good intentions.,1
personal,They struggle to express affection even though they feel it strongly.,1
personal,They become clingy and fear being abandoned by those close to them.,1
personal,They joke and deflect when conversations become too serious or emotional.,1
personal,They are honest to a fault and sometimes hurt those they care about.,1
personal,They rely heavily on a small group of people and struggle to function without them.,1
personal,They can be jealous and possessive in close relationships.,1
personal,They withdraw completely when hurt instead of confronting issues.,1
personal,They are quietly supportive and show care through actions rather than words.,1
personal,They struggle to trust even those closest to them.,1
personal,They become anxious when separated from their loved ones.,1
personal,They are playful but secretly worry they are not valued by others.,1
personal,They tend to take on others' problems as their own.,1
core,Deep down they feel weary from all they've been through.,1
core,They are determined to make up for a terrible mistake in their past.,1
core,They believe they are destined for greatness.,1
core,They wonder if anything they do really matters.,1
core,They see themselves as a monster and can't forgive themselves.,1
core,They believe their toughness defines them.,1
core,They hold onto a hopeful vision of a better future.,1
core,They secretly feel like a fraud.,1
core,They seek to understand how the world works.,1
core,They define themselves as a protector.,1
core,They still ache from a great loss.,1
core,They see themselves as a champion of freedom.,1
core,They feel completely lost about who they truly are.,1
core,They feel cursed by their own abilities or nature.,1
core,They believe they are fundamentally unworthy of love or acceptance.,1
core,They feel responsible for things beyond their control.,1
core,They believe the world is inherently hostile and unforgiving.,1
core,They define themselves by their failures rather than their successes.,1
core,They believe they must always be in control to be safe.,1
core,They feel like they are constantly pretending to be someone else.,1
core,They believe they are meant to suffer for their past actions.,1
core,They see themselves as an outsider who will never truly belong.,1
core,They believe strength means never showing weakness.,1
core,They feel trapped by expectations placed on them by others.,1
core,They believe their worth comes from what they can achieve.,1
core,They feel disconnected from others and struggle to form real bonds.,1
core,They believe they are destined to fail no matter what they do.,1
core,They feel like they are running out of time to become who they should be.,1
hidden,They desperately crave approval even though they act independent.,1
hidden,A deep fear influences many of their choices.,1
hidden,In extreme danger a merciless side takes over.,1
hidden,They possess a hidden talent they haven't discovered.,1
hidden,They suppress a dark urge inside them.,1
hidden,Underneath their exterior is a kind heart they haven't noticed.,1
hidden,An old childhood hurt shapes their fears.,1
hidden,When truly pressed unexpected courage emerges.,1
hidden,They sabotage their own happiness.,1
hidden,They could become the very thing they fear.,1
hidden,Their family background hides a powerful secret.,1
hidden,They long for something they believe they can never have.,1
hidden,They secretly fear they are not as capable as others believe.,1
hidden,They rely on a coping habit or vice they try to keep hidden.,1
hidden,They feel a quiet resentment toward someone they care about.,1
hidden,They are drawn to something they know is dangerous or wrong.,1
hidden,They hide a deep insecurity behind confidence or humor.,1
hidden,They secretly want to give up on their responsibilities.,1
hidden,They fear being truly known by others.,1
hidden,They feel guilty for something they have never confessed.,1
hidden,They are more compassionate than they allow themselves to be.,1
hidden,They quietly believe they do not deserve happiness.,1
hidden,They are tempted by power more than they admit.,1
hidden,They are afraid of becoming dependent on others.,1
hidden,They hide a personal weakness that could change how others see them.,1
hidden,They secretly compare themselves to others and feel inferior.,1
